"","Date","Year","Month","ONI","phase","SOI","NPGO"
"782",2016-12-01,2016,"Dec",-0.563333333333333,"Cool Phase/La Nina",0.3,-1.540838
"783",2016-02-01,2016,"Feb",2.13666666666667,"Warm Phase/El Nino",-2,0.22969097
"784",2016-01-01,2016,"Jan",2.48333333333333,"Warm Phase/El Nino",-2.2,0.93888757
"785",2016-07-01,2016,"Jul",-0.356666666666667,"Neutral Phase",0.4,-0.48643932
"786",2016-06-01,2016,"Jun",-0.0666666666666667,"Neutral Phase",0.6,-0.95777129
"787",2016-03-01,2016,"Mar",1.58333333333333,"Warm Phase/El Nino",-0.1,0.47342201
"788",2016-05-01,2016,"May",0.39,"Neutral Phase",0.4,-0.68192827
"789",2016-11-01,2016,"Nov",-0.666666666666667,"Cool Phase/La Nina",-0.1,1.1604373
"790",2016-10-01,2016,"Oct",-0.69,"Cool Phase/La Nina",-0.3,0.3527754
"791",2016-09-01,2016,"Sep",-0.626666666666667,"Cool Phase/La Nina",1.2,-0.77327726
"792",2017-04-01,2017,"Apr",0.2,"Neutral Phase",-0.2,-0.11263396
"793",2017-08-01,2017,"Aug",-0.113333333333333,"Neutral Phase",0.5,-0.53107789
"794",2017-12-01,2017,"Dec",-0.976666666666667,"Cool Phase/La Nina",-0.1,-2.6851348
"795",2017-02-01,2017,"Feb",-0.16,"Neutral Phase",-0.1,-0.67060799
"796",2017-01-01,2017,"Jan",-0.336666666666667,"Neutral Phase",0.2,-0.26638853
"797",2017-07-01,2017,"Jul",0.14,"Neutral Phase",0.8,-0.44498774
"798",2017-06-01,2017,"Jun",0.313333333333333,"Neutral Phase",-0.4,-0.2945526
"799",2017-03-01,2017,"Mar",0.0533333333333333,"Neutral Phase",0.9,-0.89422474
"800",2017-05-01,2017,"May",0.3,"Neutral Phase",0.3,-0.45770927
"801",2017-11-01,2017,"Nov",-0.836666666666667,"Cool Phase/La Nina",0.9,-2.0575759
"802",2017-10-01,2017,"Oct",-0.65,"Cool Phase/La Nina",0.9,-1.4104447
"803",2017-09-01,2017,"Sep",-0.383333333333333,"Neutral Phase",0.6,-0.5257936
"804",2018-04-01,2018,"Apr",-0.503333333333333,"Cool Phase/La Nina",0.5,-2.0587792
"805",2018-08-01,2018,"Aug",0.226666666666667,"Neutral Phase",-0.3,-2.1246452
"806",2018-12-01,2018,"Dec",0.813333333333333,"Warm Phase/El Nino",1,-1.0830255
"807",2018-02-01,2018,"Feb",-0.853333333333333,"Cool Phase/La Nina",-0.5,-2.2327564
"808",2018-01-01,2018,"Jan",-0.916666666666667,"Cool Phase/La Nina",1.1,-1.4850568
"809",2018-07-01,2018,"Jul",0.0866666666666667,"Neutral Phase",0.2,-1.5719998
"810",2018-06-01,2018,"Jun",-0.01,"Neutral Phase",-0.1,-1.934415
"811",2018-03-01,2018,"Mar",-0.696666666666667,"Cool Phase/La Nina",1.5,-2.0429687
"812",2018-05-01,2018,"May",-0.22,"Neutral Phase",0.4,-1.9215388
"813",2018-11-01,2018,"Nov",0.896666666666667,"Warm Phase/El Nino",-0.1,-1.7539675
"814",2018-10-01,2018,"Oct",0.756666666666667,"Warm Phase/El Nino",0.4,-2.3381128
"815",2018-09-01,2018,"Sep",0.486666666666667,"Neutral Phase",-0.9,-2.3284792
"816",2019-04-01,2019,"Apr",0.656666666666667,"Warm Phase/El Nino",0.1,-2.1538644
"817",2019-08-01,2019,"Aug",0.143333333333333,"Neutral Phase",-0.1,-2.0514802
"818",2019-12-01,2019,"Dec",0.546666666666667,"Warm Phase/El Nino",-0.6,-2.5347718
"819",2019-02-01,2019,"Feb",0.72,"Warm Phase/El Nino",-1.4,-2.5719899
"820",2019-01-01,2019,"Jan",0.75,"Warm Phase/El Nino",0,-0.85762294
"821",2019-07-01,2019,"Jul",0.28,"Neutral Phase",-0.4,-2.1571886
"822",2019-06-01,2019,"Jun",0.45,"Neutral Phase",-0.5,-2.3545242
"823",2019-03-01,2019,"Mar",0.71,"Warm Phase/El Nino",-0.3,-1.9929292
"824",2019-05-01,2019,"May",0.54,"Warm Phase/El Nino",-0.4,-1.857541
"825",2019-11-01,2019,"Nov",0.506666666666667,"Warm Phase/El Nino",-0.8,-3.3696878
"826",2019-10-01,2019,"Oct",0.346666666666667,"Neutral Phase",-0.4,-2.5795644
"827",2019-09-01,2019,"Sep",0.186666666666667,"Neutral Phase",-1.2,-2.5223064
"828",2020-04-01,2020,"Apr",0.19,"Neutral Phase",0.2,-1.8828032
"829",2020-08-01,2020,"Aug",-0.573333333333333,"Cool Phase/La Nina",1.1,-1.1986281
"830",2020-12-01,2020,"Dec",-1.19,"Cool Phase/La Nina",1.8,-1.7978393
"831",2020-02-01,2020,"Feb",0.483333333333333,"Neutral Phase",-0.1,-2.3324025
"832",2020-01-01,2020,"Jan",0.496666666666667,"Neutral Phase",0.2,-1.5246526
"833",2020-07-01,2020,"Jul",-0.41,"Neutral Phase",0.4,-1.8366799
"834",2020-06-01,2020,"Jun",-0.303333333333333,"Neutral Phase",-0.4,-1.7740734
"835",2020-03-01,2020,"Mar",0.403333333333333,"Neutral Phase",-0.1,-1.8538374
"836",2020-05-01,2020,"May",-0.0833333333333333,"Neutral Phase",0.4,-1.3528002
"837",2020-11-01,2020,"Nov",-1.27333333333333,"Cool Phase/La Nina",0.7,-2.8308975
"838",2020-10-01,2020,"Oct",-1.16666666666667,"Cool Phase/La Nina",0.5,-1.4688087
"839",2020-09-01,2020,"Sep",-0.89,"Cool Phase/La Nina",0.9,-1.2468324
"840",2021-04-01,2021,"Apr",-0.653333333333333,"Cool Phase/La Nina",0.3,-1.8958936
"841",2021-02-01,2021,"Feb",-0.93,"Cool Phase/La Nina",1.5,-1.1992391
"842",2021-01-01,2021,"Jan",-1.05,"Cool Phase/La Nina",1.9,-0.51445508
"843",2021-06-01,2021,"Jun",-0.373333333333333,"Neutral Phase",0.4,-0.23016815
"844",2021-03-01,2021,"Mar",-0.833333333333333,"Cool Phase/La Nina",0.4,-0.77232424
"845",2021-05-01,2021,"May",-0.483333333333333,"Neutral Phase",0.5,-0.73937485
